category_variant_key,source_key,group_code_normalized,group_description,category_code_normalized,category_description,data_truth_class
9ff9c2714913f21b9da6c576270800ff95cf67f146b5a05c50d9c78f116f974d,D2,csprkinf,Park Infrastructure,csnewinf,New Infrastructure,real_public_reference
a02e847a25d885263ad8a85b129a7cf675eb249d13d28eb8ff5435b021243f72,D2,csplmdrn,Plumbing & Drainage,csplmncmpl,Possible non-compliant plumbing & drainage work,real_public_reference
a07dc24f2b33f94da4eca19059f199a55c0b205c9b6a7c196dc1fb7a16351318,D2,csrplbin,Bins Replacement,csbinparts,Bin Parts - Lids axles wheels etc,real_public_reference
a23f09d0d990571a21403daf89caef31548c11a8d90f58cf7a32850d12c9c16d,D2,cssewinf,Wastewater Infrastructure,cswtrsdmg,Site Damage,real_public_reference
a278238a527db44f4569ed039bc0abb34f03d277ad428ce497894d6d3f9fde83,D2,csadvstrct,Advertising Signs/Structures,csadvfree,Information on free standing/temporary advertising,real_public_reference
a392bfd3efd86baba2a91050c8664478fe0fc7e56b3d23e36be3a4bc89149adb,D2,csroadsafe,Road Safety Concerns,csothroad,Other Road Matters,real_public_reference
a40eb19dd675c879d62d43b0a78e89fb9ba317045cbeddf7e8243cb37a3b11d4,D2,csrates,Rates,csdirdebit,Direct Debit Application,real_public_reference
a478e032e8173ff4751113deaa0b99febaddfa0394ba3eeb2ddedc2de7df57bd,D2,cstree,Trees,cswbnpr,Wasp/Bees,real_public_reference
a486df8ea39ab1104ae8e42300fb260066a0f88bfe42e0791cb8ebd444c72df2,D2,csinfinfo,Infrastructure Information,csproject,Project Management,real_public_reference
a49998b1aced8ed88ec7df9281c4eabfc75a0eb8ccb1fd7e9bb99de180e85249,D2,csspill,Spillage,cssplhzd,Hazardous Spill,real_public_reference
a49fcbafcd5b57c29591d8ad3a5a81dd746e51b93f0b36980c8652170a3c1510,D2,cspools,Pools,csplbckwsh,Possible non-compliant pool backwashing,real_public_reference
a5134e9b3e01e186ac33e97d22fd570b9d3c3565ac87866a0cc7b1995d1bde66,D2,cschgadd,Change of Address/Details,cschgbusd,Change of Details (Business Licence),real_public_reference
a5173887b13c67f2f70d5a289f48e1aa66e36881f33cede693c247f1b35a274f,D2,csregserv,EH & Regulatory Services Request for Service,rtwaives,PINs - Request to Withdraw/Review - EH&R,real_public_reference
a559775bb47ceee7be6d5ad37ab713b430ee7a79c89b4c056995338b9981afb5,D2,cssewinf,Wastewater Infrastructure,cswwsub,Wastewater Subsidence,real_public_reference
a596d3643eb7168bf211ebf551af380a0957b2c16fe99327f1bc7de1a682071c,D2,cswsteserv,Waste Services,cscnlbin,Bins Cancel Service,real_public_reference
a5fd7b5217fd6dd092bd3110f5ec1d15d110d2b5c8c1d8cb041736c85aef6f34,D2,cscomplmt,Compliment,legalserv,Legal Section,real_public_reference
a6d5f989553b0a174ede85e1399bff8ae2a4f0f1825b1d77673f73f0142183dc,D2,csproactpa,Reactive Patrols,cselecsign,Election Signs,real_public_reference
a71cef13ecb39ec8d51af11c0a61f59fc7f2f18ee28fb537e57be6617bf6ee6d,D2,csrates,Rates,csrateco,Advice of change of Owner,real_public_reference
a7beeca89d0a5f530479d3cbad175a27fd5c26ca21bbeaf51ce16b6463c87d09,D2,csunauthus,Unauthorised Use of Council Controlled Land,cscamping,Camping (Internal Use Only),real_public_reference
a7f3bf4204c4d687301877e4868d00db666d1f5d6ccbc8e4ce9225fa27dd177f,D2,csinforeq,Information Request,csenvhlth,Environmental Health,real_public_reference
a8bbc7a340175585131d4934706bf812466027d108a9beff51895c7aeb0b0cf4,D2,csspatprop,Spatial Services/Property Land Street Maintenance,cshousenum,House Numbering,real_public_reference
aa18932a8f02bbc09a98cd93a6479a823b90f765f83e72ecb25bbbf7c9af6d0e,D2,cswtrinf,Water Infrastructure,csmissvlid,Missing Sluice Valve Lid,real_public_reference
aa61f27d884ac8c946e71abef163c96f1e298cff7becf4fb40539443fa4fd32a,D2,cscmntyedu,Community & Educational Programs,cswtrcyced,Water Cycle Education & Catchment Tours,real_public_reference
aa9daa6700b8484e5b5d751547371a1bd5b66b60c2fdc6f1f0c7af0007a04f1c,D2,csregserv,EH & Regulatory Services Request for Service,csreclaim,Owner Reclaim Abandoned Vehicle - EH&R,real_public_reference
abd113b1d386c7056ed496abdd5b37c08b45e78e22a2ede48c3082aa57be8d98,D2,cswtrinf,Water Infrastructure,cswtrlsv,Leaking Sluice Valve,real_public_reference
abd4c99cbf09f50c55e7a49e9a3e19b260da7eb3169495a95d2e856a9220e45c,D2,csrdancil,Road Ancillary,csgrdrcbar,Guard rail / Concrete barrier defects,real_public_reference
ac565e07ef9c6dc568ecd84e3bdb28971138ca1d7ab681a2281f1a8340abfecc,D2,cscomplmt,Compliment,propfletem,Property Fleet & Emergency Management,real_public_reference
aca65045a65dac84df3c85545d699d54e761c1ddd7eca31f50a279ed59d4021f,D2,csvandal,Vandalism,csrsrvr,Reservoir,real_public_reference
ad3f8652f98671f55146a806f19a75a6457f91c7097db4d7343d5e756fecf0e9,D2,cssewinf,Wastewater Infrastructure,cswwpdmg,Wastewater Pipe Damaged by others,real_public_reference
ad987a4a172480170243d7e1f268f18feb4fdb94e46c345a687c3ee7dc70f587,D2,cstree,Trees,cstrprnnpr,Tree Pruning,real_public_reference
ad9cdb67ab4db642f8f5e127e5d62183f8d643d35b55905155568973cb6e3242,D2,cswtrinf,Water Infrastructure,cswtrscon,Stopcock wont turn on,real_public_reference
adcb03ecdfb3d7c43c3cda1b7990c31a735496956a01430f806b99dc145d1d53,D2,cscarprk,Parking,csinfvhcl,Infringing Vehicle,real_public_reference
ae9bd8c4aff0d489c09a377d155d9fd283de782888e15f0efec6a2a57bea2f4e,D2,csenquiry,Customer Enquiries,cslansdown,Lansdown Enquiry,real_public_reference
af344b7f272a983d530c5aaea26c76bf73c06e909408e8010aa3e7cac521b1b6,D2,cscamp,Camping,cscampbook,Camp Grounds Council Bookings,real_public_reference
af61fb361e3a653b1cddd610d0b916b893615e2d1963e84e8eb48689d9c163f8,D2,cssewinf,Wastewater Infrastructure,cswwbmn,Broken Wastewater Main,real_public_reference
af9514566a4007df07f049c2346c89d2c85c68f998ff2b55cc42f5e2db35f524,D2,csvendor,Vendor,csroadside,Roadside Commercial Vendor,real_public_reference
afe8ce1543fbdc64a1ba626e40b59ac35f622ac71d6bf0568647b6983ece6b35,D2,complaint,Complaint - General,water,Water,real_public_reference
b2435f08d84b18797589a7ea2674f245728fc5b7b0e0db19cbb71a587bf5d770,D2,csvrm,Vermin,csvermin,Vermin,real_public_reference
b2c50629fb4fa3335d3efe2c011f54743cd3049812ad267d07c166a262a9a6df,D2,csinforeq,Information Request,cswasteenq,Waste Enquiries NOT TRADE WASTE,real_public_reference
b2d0f54d10d51e696402dc01fca19a734da436f04867e288dbb7f41450cff073,D2,cslit,Litter,cspklitnpr,Park Litter Collection (No public risk),real_public_reference
b3501077a82d689033ebc688981df53f675c5a224f9ca431f1879244f153dde4,D2,csntrlmgmt,Natural Area Management,csvegcoast,Vegetation - Coastal Esplanade,real_public_reference
b36f557d5a75b1c3d82067e87b7a703dea63c78d9d752ca11dab41f21b84e6d4,D2,csbusshlt,Bus Shelters,csrelocate,Relocation - Shelters Seats Bins,real_public_reference
b410bf4571ff8f787d5ffa9bb59372136f7e0e4da0b10ac63fd65035df0276ae,D2,csprkirig,Irrigation,cspkplmmin,Plumbing Maintenance Low Priority,real_public_reference
b46f6fb34efbb7b315eb00328a2dfb2b0c328d8bf3e1a5a6d6bea03e20d45271,D2,complaint,Complaint - General,cultlife,Community & LIfestyle Section,real_public_reference
b4ac1376f6b472d00d4999efd7b5cf9935284ea1ac8014c7a9939c93e168b444,D2,cswtrinf,Water Infrastructure,cswtrhamme,Water Hammer,real_public_reference
b4e9b9f1ee0bb2c05ba04eea2c4f29d14caccefdf304b1fdade8762ebffece2a,D2,cswtrinf,Water Infrastructure,cswtronoff,Stopcock wont turn on - off,real_public_reference
b50474c1e5b7e097d5064953c36446f1fdbcd9e45975e66a808c3cd8ece4eab5,D2,csplncompl,Planning Compliance,csnpremuse,Land Use Issues,real_public_reference
b5d67a529a6faafe56efbd6ffad627579eab617b7868dd2dbe8bf4e45e092043,D2,csodour,Odour Fumes,csresiden,Residential,real_public_reference
b6553700ef71e137e5264e38c318cdfbe5c0ba1a19efd10b1b69ff532a97b0a6,D2,csgraffiti,Graffiti,csgrffpriv,Graffiti - Private Property,real_public_reference
b67ec67b0a49fa4884ed46923d4d317f094f76bb8b7c58cab95c96d50de8268e,D2,csbldcompl,Building Compliance,csnstrct,Possible non-compliant building or structure,real_public_reference
b6b42bf8e64f9ae4ae30e283a0cca82ef2bc46b0ed25af204e3f9c1ba4be04c7,D2,csprkirig,Irrigation,csexstinf,Replace Existing Infrastructure,real_public_reference
b720d016d90ee69d5675c12edff2e86bcce4319d6081761f8fe5ba424f2fd4b4,D2,csfood,Food,csvehicle,Vehicle,real_public_reference
b7ae992b695204cb8e5e74dcb4226251e11103e4bb0546006e3b54c161a8bf43,D2,csbridges,Bridges and Footbridges,csexstinf2,Replace Existing - Major Structure Concern,real_public_reference
b9198b4b01331b1c8602d6837d90eb649f953473ac52863554ddf206f6ce0e33,D2,csbldcompl,Building Compliance,csfiredmgb,Fire Damaged Building,real_public_reference
ba0f2d123455d066c60ac09858e058a6f531d433e617b27053aa1b18611cfb80,D2,cscomplmt,Compliment,cultlife,Community & LIfestyle Section,real_public_reference
ba2318b5f91f0513913bd11039501b7702ade7b0d94c54280375a80989963191,D2,csinfrasrv,Infrastructure Services,cspubcln,Public Cleanliness (Blood Vomit Faeces).,real_public_reference
bab978f14ce56b86c62b7a45538046e7d814d9c6c53a0cd632cd7ee70958a085,D2,csntrlmgmt,Natural Area Management,cscstestmt,Coastal-Salt Water Tidal Creeks & Rivers & Lakes,real_public_reference
bbcd9e7c3c3a3fe2b6b656bf89dca97bbabe97fdb806deeec092bd98a5841d76,D2,csntrlmgmt,Natural Area Management,csvegvanda,Vegetation - Vandalism,real_public_reference
bc10d4ed0b93b3700607ed617e7ad8f9c843c5fb15e1e6bd74e9edeb3a5f61ea,D2,cswtrinf,Water Infrastructure,csnowater,No Water,real_public_reference
bc1fc424b3d3bf39c4a99d1c666cbdb25a09575860f083db47860a96fde263f1,D2,csinforeq,Information Request,csenvhlth,Environmental Health - (EHO Team),real_public_reference
bc5eda419d965d3c8c4afa34e48030f957869895c6a876c898080c2619091b28,D2,csvandal,Vandalism,csrwtistd,Riverway Stadium,real_public_reference
bca593977f23174af1732005114d339c86f0774dea987ae3c674ce576af544dd,D2,complaint,Complaint - General,plansect,Planning Section - RS and EH and Planning,real_public_reference
bd40746aea236296ea7200f6151bd4506ce9f4115e086c7a53da4ebe648f5e98,D2,csprkinf,Park Infrastructure,csnewmemor,New Memorial / Commemorative Items,real_public_reference
bd523b33d7dd3394462a254723e67a7534ada71e0c86f72c298139e01b44d5fa,D2,cscomplmt,Compliment,exoffice,Executive Office,real_public_reference
bdb52826250e2b0d0ed0b0b96acc7e13fbd8456bd370c3f3634faa7d28368226,D2,cssealrd,Road Sealed/Bitumen,csnewinf,New Infrastructure,real_public_reference
bddb80eb276923f944c852982480fc70ec4ef70ca93f7b52050eced0d3956f91,D2,csburn,Backyard Burning,csbackyard,Fire Hazard,real_public_reference
be20616cc66e84644312edbbbaf369a08a4ec14a611051472ea13985faabbe26,D2,csreferral,Request Referred to Other Organisations,csrefer,Requests referred,real_public_reference
be6c75c8425ca7900c81aea836df687fd550b859126277093943d71d6b024e11,D2,csanimals,Animals,csapproval,Animal Approval,real_public_reference
be7ab070d60a2758ed71eefdba75b7686e464d26c3131b56ccc60f5f58a6b9dc,D2,csrates,Rates,csrefund,Refund Requests,real_public_reference
bed3e9f2484c333e14a019d43b2c40f0f9ad37164eca458f53977855624c5955,D2,cswtrinf,Water Infrastructure,csraisevb,Raise Valve Box,real_public_reference
c0e1556f27774716c1dc95b6042592bcdac8a6d161ff7a1c480185e6f59c3151,D2,csntrlmgmt,Natural Area Management,csfishkill,Fish Rescue &/Or Response to Fish Kill,real_public_reference
c17f70ea0d5377c5f227d996f20505b8c721feb5208795309f1ef8b9e01b346b,D2,csdrvway,Driveways,csconcrt,Concrete Broken or Missing,real_public_reference
c19b7ebd70815bcab292815b47d42d6e61d6bac34fe6f9503655f2abfb18b288,D2,cssewinf,Wastewater Infrastructure,cswwblkdrn,House Drain Blockage,real_public_reference
c28041d4098da4e4ca459533f6b3f432422832fe373ddeb62bdee11e97e08e1e,D2,csbtramp,Boat Ramps,csclnmt,Cleaning/Maintainence,real_public_reference
c2d1e4df7f8d829ebfd876a40e5f2c97d3041ea75467a71a68149b79ba1ccf52,D2,cslit,Litter,csvehiclel,Littering from a vehicle,real_public_reference
c339c6b63b419ad8d84bf64b52bf99cb9a9831d17c3aa89e6ea72eece213e269,D2,csinforeq,Information Request,csvectcntl,Vector Control,real_public_reference
c4991489c26f18c7521f021b05cb71756d11ff0d77e897d27fe94ca47a174140,D2,cscomplmt,Compliment,water,Water,real_public_reference
c66d02886201c1d0abeda62fbec7aab870d5eb34fa812e21b63a06b655755fac,D2,cswsteserv,Waste Services,cshardrub,Hard Rubbish Collection,real_public_reference
c6e7d0e3ae499d51bd491aeb579aa2ec65e4ae659e08ef0830b9b68b6cde6f80,D2,csfood,Food,cshandling,Handling,real_public_reference
c7022f2bdebc4e75384d087cc93f1f2b1f7deda3ead6adb616ec83a4b1bb501a,D2,cslit,Litter,cspklitipr,Park Litter Collection (Imminent public risk),real_public_reference
c72a55d6125a1c699b5c37911e5d60a0a712bebc27f9861f2c149b9d80b70197,D2,csinforeq,Information Request,cspdrdwrks,PD Road Works,real_public_reference
c80ade8a47a3ba244a2203a03ef56b456fb8f45a042db10a5b6dee212ea0946f,D2,csunauthus,Unauthorised Use of Council Controlled Land,cscnclland,Unauthorised Use of Council Controlled Land(other),real_public_reference
c92edd1e0c3ea5c090480c7342b89514e161556f72ad2bc628711a767304fd00,D2,csroadsafe,Road Safety Concerns,cspedtrin,Pedestrians,real_public_reference
c957d8ecb3091ad496cc16e728a9850e0b456a59a8f83a6801728dd54898744b,D2,cswpl,Water Pollution,cscomm,Commercial,real_public_reference
ca420f120c742eb1d075c3a2b301444a60c963cc945e8e057b80ba0eb65c6335,D2,cscomplmt,Compliment,assetfleet,Infrastructure Planning Assets & Fleet Section,real_public_reference
cb42732ca65dc0f4d2b1b34e46ac7f2e6124cb37b0ee432478c70dac5b4f0a5f,D2,cswtrrstr,Water Restrictions,cswtrrrlx,Relaxation of Water Restriction Guidelines,real_public_reference
cb571ffed2c121666e2e71c7974e4c082173e0673f1daf39418f69075bfb47cf,D2,csprkinf,Park Infrastructure,cslighting,Lighting,real_public_reference
cc938fd36cf4425ccb2d3afb4245c619676cccb11ab973edc706d1df736ec68f,D2,cswtrinf,Water Infrastructure,cswtrreppg,Water Service Replacement Program,real_public_reference
cc9b89fded35ab765e9900e53cb7c70a91ba4e29d5f7baaffdd63553bd8599df,D2,csptss,Pensioner Transport Subsidy Scheme,cspentss,Pensioner Transport Subsidy Scheme,real_public_reference
cca99277d70443d5b0b627783105a58c767fa26d93104c2ebcc5a0797e44da9e,D2,cswatersup,Water Supply,csposwtoff,Possible Water Offences,real_public_reference
ccbdca07870096c5a61ae265712fef0b6ffe0931f109637b0c47f17913aa4b7e,D2,cscomplmt,Compliment,comeng,Community Engagement Section,real_public_reference
ce31ab70a6ef0325e28e5cf3ed9c06720985ad1aa7b0e2ea31d5a6d0286075f3,D2,csbusshlt,Bus Shelters,csrepmain,Repair/Maintenance,real_public_reference
ce908c4542194c9b20fabb4a4ba863911f5e6b75e3d2d038844a42a89a8ac5cd,D2,cswtrinf,Water Infrastructure,cswtrrest,Restoration,real_public_reference
cefefff42f15c3701d66bec8681ea0f08c4e80ab10c001cb7d1a4613e412a2f6,D2,csaccom,Accomodation,csbrdhouse,Boarding House (Health Issues),real_public_reference
cf9cebfbcc88b93a6cab839c995858df7c9bcef6f58a0ef81d11c0699a489f5e,D2,csmossie,Mosquito,csbrdingcs,Breeding Council / State,real_public_reference
d030b8aa9ce32859a6fdde781f1764fb7abe02444dbf212c0f9ea3a12f8d8a13,D2,csanimangt,Animal Management,csapproval,Animal Approval,real_public_reference
d065c7fb8b244e7bca382a3cd3bbc1f0f34ca142b67837fceee4e76fe7a37337,D2,csstrmdrn,Stormwater Drainage,csbioreten,Environment filters / Bio-Retention system defect,real_public_reference
d0cd799f292d179ddbe37dc3e6d01817843929432a2b48d74b9564799f15085f,D2,csproactpa,Proactive Patrols,csovrgrwn,Overgrown private allotment,real_public_reference
d0decdec5ae0b3980d8ce84bc0b73f73fe211503698d7d106100606079b11087,D2,csinforeq,Information Request,cspdflood,PD Flood Consultation,real_public_reference
d0f2a47b84580d23d3cd568c99e3c6763a8c4c2ce2968e9c16d5912fdab1d74a,D2,csrates,Rates,csownocc,Owner Occupier Statement,real_public_reference
d1af91d21d21bcd49c144c6dc2229f3d836a6b32f336fa8dc1f6c8aba6402607,D2,cscomplmt,Compliment,assetfleet,Infrastructure Property & Fleet Section,real_public_reference
d2cd18103ef61d0b9af190948bc1fc9111c96e01ce81aa741ea33581b8ce179d,D2,cswpl,Water Pollution,csresiden,Residential,real_public_reference
d320327df130482b709da1b9d01784006a9f7bde9facbf502b774a06d98385ca,D2,cswsteserv,Waste Services,csaddbin,Bins Additional Service,real_public_reference
d322d2bcac20347c48b9822bc0e65415a8a45a13259fbacf41fcfae444abbf22,D2,csanimangt,Animal Management,cspstaml,Pest Animals,real_public_reference
d3f3eb0a7bca6ef64467ca5febd62c63f04a7c289ea841ed5d6dfe0b561c4567,D2,complaint,Complaint - General,resrecov,Resource Recovery,real_public_reference
d4e7267c8c8b19eebebd0fc4be516e1f4c6d52527fe1ee67a14f7171e9106ad2,D2,csstrtfurn,Signs (Traffic/Transport),csnewinf,New Infrastructure,real_public_reference
d57d571f8bc9fcc5ee0c9abed290155c9e62e41eeab42ddd0e1dfc73db02c669,D2,cssewinf,Wastewater Infrastructure,cssmktst,Smoke Testing,real_public_reference
d5964eff00cd1952d161631a6012892fecc3a74a77e9af0f2e214d6348957b02,D2,complaint,Complaint - General,maintplan,Construction Maintenance & Operations Section,real_public_reference
d59a7d6c4651d99c19cd55c7fe4f118d245321cb6f9c9aa6af63540ff3ac47c9,D2,csburn,Backyard Burning,csburninit,Backyard Burning Fire Hazard - Initial Request,real_public_reference
d64d3c7278f5e3f355825743a24040ef85ea37bc9874f1a90c8f37b5adf493f8,D2,csrates,Rates,cswatexces,Water Excess and General Enquiries,real_public_reference
d7924c583c2bdf44b0a243695addaef84da4034a1fc46b93c6cc25f42403629c,D2,csfprr,Footpath,csnewinf,New Infrastructure,real_public_reference
d81e0eed28e4c4903da27a87883ddf18cad8ffbc889e1c675561998fa0437107,D2,csntrlmgmt,Natural Area Management,csbatmgmtp,Flying Fox Roost Residents Assistance Program,real_public_reference
d84a24d776d7c1bb31a39a931dcb5d89b1a13eea36645b8a8e10e4c2230541c7,D2,complaint,Complaint - General,propfletem,Property Fleet & Emergency Management,real_public_reference
d96a722da5c7915ea06559df568ff6f98c80b9846ceeb04a364b58413d065bc7,D2,csrdancil,Road Ancillary,csrrpmd,Reflective Pavement Marking / Delineator Defects,real_public_reference
da9f3017b4e6eaf79fbfe696354e89d61a44bcd0bc4f65328283b62608f12baa,D2,csstrmdrn,Stormwater Drainage,cserosion,Erosion,real_public_reference
dc3c9752520f3ccaf9dc3df6af11a73fac26c763239a8974715a91696dc940de,D2,cssewinf,Wastewater Infrastructure,cswwalock,Air locking due to wet weather,real_public_reference
dd1a60efe0d3643865b729859ec63149ca4835b8aa4ed0bdcb9015ea9d4b7571,D2,cspubhth,Public Health,csphlthrsk,Public Health Risk,real_public_reference
dd97b57c6d778dc846a824eac2f6917b96c12fcb323fbbed17bd1efc80c047b1,D2,cslgt,Lighting,csriverway,Riverway,real_public_reference
ddacf42017af3a38373149ce409fb7b168497e3c5fd2754bc2a8ca16c34cbd0a,D2,csprkirig,Irrigation,csrwtistd,Riverway Stadium,real_public_reference
ddf5e659d94221dbd6359250837a189707f05c04a84fe8035bd5d69654b95c20,D2,cssewinf,Wastewater Infrastructure,cswwdodour,Odour Wastewater distribution,real_public_reference
de053b819ae2c77d80bba6b87c7008ae0e6b14ae30efe2135ada72d282744fd8,D2,complaint,Complaint - General,futurecity,Future Cities Section,real_public_reference
dec77b6fe522033c94490e1ef5215f880ebebacec04a691caf52c4a263a24411,D2,csntrlmgmt,Natural Area Management,csshoreero,Coastal-Beach Erosion,real_public_reference
def900ae2475ab0d5be86e52e7bc14a229e585c79477290aac357bb0c11a72b7,D2,csprkinf,Park Infrastructure,csbbqcln,BBQ Cleaning,real_public_reference
defb779fd4640e93722f46f213ffd1d98123194f6568b34fa595f63597cd85f9,D2,csaccom,Accomodation,csmotel,Motel (Health issues),real_public_reference
df304a24f9f2f9ac7270794341422e49939db4ee2866ce7e402874f848ecebc0,D2,csrdancil,Road Ancillary,cslnmark1,Line Marking - New Requests,real_public_reference
df69f61b3d16e8ed2836e061b1deed302f972a271189f3b6d94b53540ed84843,D2,csvandal,Vandalism,cspkfrnnpr,Park Infrastructure(No public risk),real_public_reference
e0aaaa3fb1fb0dbd041463dae9c90fa5e9494ebf725ce38a6134d65bb175642c,D2,csvhcl,Vehicles,csvhclbch,Natural Area Vehicle Exclusion Fencing/Signage,real_public_reference
e1ce026ab7de547d025f3075ecb22ebab467cd295b4b778e443333b67eaaa905,D2,csanimangt,Animal Management,cschgdgdet,Change of Dog Details/Ownership,real_public_reference
e2574329ae80b397bda0bcdb880da8b7d95615460f705504a799b0dcb61a5bb4,D2,cspkscrt,Security,cschroming,Chroming in TCC Parks/Buildings,real_public_reference
e2bb79b0995659d3dbc6aacf3964b7d85ceefec50cc8665720f5a7a7a8455a7e,D2,cstree,Trees,csfallentu,Fallen Trees (Urgent),real_public_reference
e2db1acf5555f579590aa6dd8de88a08da412ebd81ddca810b42a2514352f841,D2,cscomplmt,Compliment,engassinfp,Engineering & Asset Infrastructure Planning,real_public_reference
e2e493022b0476fa3f9de3b56c0b0af09e448d914f9a5f198cf76e247132a302,D2,csunsealrd,Road Gravel/Dirt,csregrade,Regrading for Major Defects,real_public_reference
e2e79eb6144cd6084311ea45f2ee39459cbff61f76e8010f9b27a798f990992c,D2,csaccum,Accumulated Material,csunsigbld,Unsightly Buildings - Local Law 8,real_public_reference
e32fdbd26bc47a669515790091db5d16c4cd46ef4e207964847559bc08f95e5a,D2,cssewinf,Wastewater Infrastructure,csnoise,Noise,real_public_reference
e3892ecde16ea1ef93dae2cbc03ce9606fa041f8bbc47902087b359042bf4a17,D2,csstrmdrn,Stormwater Drainage,csdrncap,Drain Capacity Concerns,real_public_reference
e3d1d123289b2950b8c74eccbd7970d013c04db15095aad5428640a74f8ace13,D2,csrdancil,Road Ancillary,cslnmark,Line Marking Maintenance,real_public_reference
e409dd2d0a328916d9ad24297c9cc096205937c6884d922e18bc648f6e756a79,D2,cssealrd,Road Sealed/Bitumen,csexstinf,Replace Existing Infrastructure,real_public_reference
e489995d352e6045e2b1e429bc992d8681525071528221c2849bc45d84e5471c,D2,csinforeq,Information Request,cscmocivil,CMO Civil,real_public_reference
e4bb4465af3f06f7500bd07142ec427d9bdd1001ee9f7776d0b3e98f139d6af3,D2,csnoise,Noise,cscomm,Commercial,real_public_reference
e4d58af8719b07e6236af2614c6cc9c7efb27fd03215d02f2125b06e29dfaa8b,D2,csregserv,EH & Regulatory Services Request for Service,csothappn,Applications - Other EH - EH&R,real_public_reference
e504869c397e4ce3abfee0b89469256ab2f9fb3edf31c0b62003ac76b5172f9c,D2,cscomplmt,Compliment,itserv,Digital Information & Technology,real_public_reference
e5217883189c9ec9b1a83b28026ad207a0731acd6b89acd1a8e2e61ef45dede7,D2,csrates,Rates,cspenappln,Pensioner Concession Application,real_public_reference
e5f472695fca4abdad8f0210dab21d827258c53c9a05275fff984a7941164b10,D2,cscomplmt,Compliment,finance,Commercial & Financial Services Section,real_public_reference
e675e719c4aad7fbf95c076aea71c416831785e05a7ff06f044d695a92e48296,D2,cscomplmt,Compliment,comcust,Communications & Customer Experience,real_public_reference
e6d31d37f2f0b1740def2217ceb46da773ddeeffd19e0a041a62af49893e8b61,D2,cswsteserv,Waste Services,csdmgbin,Bins Damaged / Stolen,real_public_reference
e82bc1fd4e8264bf6c7afc466be3a8f12511986f2c7b113b112e02ea4105226d,D2,cswtrinf,Water Infrastructure,cswtrprsr,Shortage of Water,real_public_reference
e856642922753eee53d4c8944953e7438b15ec1861a02b83101cc38b6f1b11e8,D2,cscomplmt,Compliment,itserv,Information Technology Services Section,real_public_reference
e9c50ec0e77f8a2f080d871b7b367c82549eaf24a46304ceff8038370cf39dc3,D2,csinforeq,Information Request,csparking,Parking Unit,real_public_reference
ea0737236f3e9874f17153d0a1dbebe8c12678bcce9552673072069741264494,D2,csrdancil,Road Ancillary,csdmgcorsf,Damaged Council-Owned Road Side Fencing,real_public_reference
ea46d1b7d563591f90b06c262701b38dc904ae44f230e4d17b8ad94a1b87834b,D2,csbldcompl,Building Compliance,csunsigbld,Unsightly Buildings - Local Law 8,real_public_reference
ea48d263465bb41fd2e5aa428c3bff17566ee4ecb375a395b5323bd614378133,D2,cspools,Pools,cscouncil,Council,real_public_reference
eac18385b298e8a6cb76310c9e6ffb2d520e1c2b7a35f072b401954ff2287cc6,D2,csntrlmgmt,Natural Area Management,csnatnltd,National Tree Day,real_public_reference
ec95d1c81271e9fb205f8e138a5ce70f9247e34505466755a43abd8ea50743ba,D2,csntrlmgmt,Natural Area Management,csadvspec,Advice/ Special Request,real_public_reference
eccb5cc15771a42c7a1d01d2e585ce80361d073c962fba0b42010a89adc23ba3,D2,csprkinf,Park Infrastructure,csfncipr,Fencing (Imminent public risk),real_public_reference
ed0587acbf5a4c234ec58fc442bed951886f94780d46f5242e0bac0b1013efa6,D2,csregserv,EH & Regulatory Services Request for Service,cscancel,Cancellations - EH & Reg Services,real_public_reference
ed0fc657859317a186dca9d5c756988d6abb413531d09e71f15e4ff7a7e692c2,D2,csdump,Dumping,csmissdvch,Missing Dump Vouchers,real_public_reference
ed77914e51af9a1e09bc7f40848ef5ae7cff82de6c96be2e7b396491f6554de7,D2,csworoads,Working On Roads,cswrtagrmt,Written Agreements,real_public_reference
ee9c3bb4128775d3918ffe6092b2f75d569f092ad52347b1494d9bd318bcce44,D2,complaint,Complaint - General,majorproj,Major Projects,real_public_reference
ef8981860787e1387ea3d98109c23da8f578c01eaa0d9df207c31bc08a12cb24,D2,cswsteserv,Waste Services,cspubbin,Bins Public Street & Park,real_public_reference
f03230706fdcba0816375cc84847a3dc2be398e7db5e5646928893c68d68105e,D2,csprkinf,Park Infrastructure,csfncnpr,Fencing (No public risk),real_public_reference
f0b0512b3428318459871743e696c6f40dd753a363a3eea506fb4489c5174aca,D2,csaccom,Accomodation,csbdgtacc,Budget Accomodation (Structural & Zoning),real_public_reference
f1620d19a44728ffd8a4f9478d1418202f2e494890369c1d00caab3be7aaeff2,D2,csinforeq,Information Request,cscmopose,CMO Pose,real_public_reference
f1a02b58f2c14c4a3772eaadac30abe5c1ca1e53912f8aa49b58be2652187f81,D2,cscomplmt,Compliment,envservs,Sustainability Section,real_public_reference
f29a36ec1bfdf7cc0270449e2891df94bbe6a4bbea90dec3ae7836542bd83b5f,D2,csregserv,EH & Regulatory Services Request for Service,cspayplan,Payment Plans - EH & Regulatory Services,real_public_reference
f2cfd6c500d38969939d4fd7b0fdcd4a9491ed906531d01e4c1554360d800698,D2,csrdancil,Road Ancillary,csbktaxped,Bike Lanes or Taxis - New Requests,real_public_reference
