Group Code,Group Description,Category Code,Category Description,Year,Month,Date,Request Count
CSAniMangt,Animal Management,CSPrivImpd,Private Impound,2023,3,1/03/2023,156
CSAniMangt,Animal Management,CSPstAml,Pest Animals,2023,3,1/03/2023,25
CSAniMangt,Animal Management,CSPstMgt,Pest Management Plan,2023,3,1/03/2023,19
CSAniMangt,Animal Management,CSRegDog,Proposed Regulated Dog,2023,3,1/03/2023,4
CSAniMangt,Animal Management,CSRegu,Regulated Dog Inspections,2023,3,1/03/2023,2
CSAniMangt,Animal Management,CSStray,Stray,2023,3,1/03/2023,1
CSAniMangt,Animal Management,CSTrfcLvst,Traffic - Livestock,2023,3,1/03/2023,5
CSAniMangt,Animal Management,CSUnreg,Unregistered,2023,3,1/03/2023,48
CSAniMangt,Animal Management,CSWander,Wandering,2023,3,1/03/2023,60
CSAsbest,Asbestos,CSAsbestos,Asbestos,2023,3,1/03/2023,1
CSBldCompl,Building Compliance,csfiredmgb,Dangerous or Fire Damaged Building,2023,3,1/03/2023,1
CSBldCompl,Building Compliance,CSNStrct,Possible non-compliant building or structure,2023,3,1/03/2023,37
CSBridges,Bridges and Footbridges,csrepmain,Repair/Maintenance,2023,3,1/03/2023,1
CSBtRamp,Boat Ramps,CSClnMt,Cleaning/Maintainence,2023,3,1/03/2023,3
CSBurn,Backyard Burning,CSBackyard,Fire Hazard,2023,3,1/03/2023,5
CSBurn,Backyard Burning,CSBurnInit,Backyard Burning Fire Hazard - Initial Request,2023,3,1/03/2023,2
CSBusShlt,Bus Shelters,CSNewInf,New Infrastructure,2023,3,1/03/2023,6
CSBusShlt,Bus Shelters,CSRepMain,Repair/Maintenance,2023,3,1/03/2023,2
CSCamp,Camping,CSCamping,Camping,2023,3,1/03/2023,3
CSCarprk,Parking,CSChgCarPk,Changes - Time Limits  Zones  Disability Parking,2023,3,1/03/2023,5
CSCarprk,Parking,CSInfVhcl,Infringing Vehicle,2023,3,1/03/2023,61
CSCarprk,Parking,CSTicmac,Ticketing Machine/Faulty Meter,2023,3,1/03/2023,38
CSChgadd,Change of Address/Details,CSChgBusD,Change of Details (Business Licence),2023,3,1/03/2023,1
CSChgadd,Change of Address/Details,CSRatesChg,Change of Address (Rates),2023,3,1/03/2023,537
CSComplmt,Compliment,ComEng,Community Engagement Section,2023,3,1/03/2023,1
CSComplmt,Compliment,CultLife,Community & LIfestyle Section,2023,3,1/03/2023,2
CSComplmt,Compliment,CustomExp,Customer Experience,2023,3,1/03/2023,6
CSComplmt,Compliment,MaintPlan,Construction Maintenance & Operations Section,2023,3,1/03/2023,10
CSComplmt,Compliment,WatWaste,Water/Wastewater/Waste Section,2023,3,1/03/2023,5
CSCSH,Community Safety Hazards,CSCSH,Community Safety Hazards,2023,3,1/03/2023,9
CSDevInfo,Building and Development Information,CSDevEnq,Current development - enquiries,2023,3,1/03/2023,21
CSDevInfo,Building and Development Information,csplnadvce,Planning Advice Enquiries,2023,3,1/03/2023,119
CSDrvWay,Driveways,CSDrvInfo,New Driveway Information Request,2023,3,1/03/2023,9
CSDump,Dumping,CSDumping,Non-Compliant Dumping,2023,3,1/03/2023,64
CSDust,Dust & Smoke,CSComm,Commercial,2023,3,1/03/2023,2
CSDust,Dust & Smoke,CSResiden,Residential,2023,3,1/03/2023,3
CSEHRLLO,EH & Reg Legal Liaison Service Request,CSEHRLLR,EH & Reg Legal Liaison Service Request,2023,3,1/03/2023,9
CSEnquiry,Customer Enquiries,CSReuseReb,Reusable Rebate,2023,3,1/03/2023,131
CSFinance,Finance,CSRecCorro,Receivables Correspondence,2023,3,1/03/2023,9
CSFood,Food,CSForeignO,Foreign Object,2023,3,1/03/2023,1
CSFood,Food,CSHandling,Handling,2023,3,1/03/2023,2
CSFood,Food,CSPoison,Poisoning,2023,3,1/03/2023,2
CSFood,Food,CSPremises,Premises,2023,3,1/03/2023,12
CSFprr,Footpath,CSDefect,Defects,2023,3,1/03/2023,68
CSFprr,Footpath,CSExstInf,Replace Existing Infrastructure,2023,3,1/03/2023,3
CSFprr,Footpath,CSNewInf,New Infrastructure,2023,3,1/03/2023,7
CSFprr,Footpath,CSObstrn,Obstruction,2023,3,1/03/2023,14
CSGraffiti,Graffiti,CSInOffen,Graffiti - Inoffensive,2023,3,1/03/2023,10
CSGraffiti,Graffiti,CSOffen,Graffiti - Offensive,2023,3,1/03/2023,5
CSInfInfo,Infrastructure Information,CSAsset,Asset Management,2023,3,1/03/2023,12
CSInfInfo,Infrastructure Information,CSEmerg,Emergency Management,2023,3,1/03/2023,2
CSInfInfo,Infrastructure Information,CSEngAdv,Engineering Advice,2023,3,1/03/2023,3
CSInfInfo,Infrastructure Information,CSFleet,Fleet Services,2023,3,1/03/2023,1
CSInfInfo,Infrastructure Information,CSProject,Project Management,2023,3,1/03/2023,22
CSInfInfo,Infrastructure Information,CSPropty,Property Management,2023,3,1/03/2023,11
CSInfoReq,Information Request,CSCMOCivil,CMO Civil,2023,3,1/03/2023,36
CSInfoReq,Information Request,CSCMOPose,CMO Pose,2023,3,1/03/2023,81
CSInfoReq,Information Request,CSEnvhlth,Environmental Health - (EHO Team),2023,3,1/03/2023,66
CSInfoReq,Information Request,CSParking,Parking Unit,2023,3,1/03/2023,29
CSInfoReq,Information Request,CSRegSrvs,Regulation (Compliance Team),2023,3,1/03/2023,73
CSInfoReq,Information Request,CSVectCntl,Vector Control (mossies etc),2023,3,1/03/2023,1
CSInfoReq,Information Request,CSWasteEnq,Waste Enquiries,2023,3,1/03/2023,34
CSInfoReq,Information Request,CSWWater,PD Trade Waste,2023,3,1/03/2023,8
CSInfraSrv,Infrastructure Services,CSPubCln,Public Cleanliness (Blood Vomit Faeces).,2023,3,1/03/2023,3
CSKrbChan,Kerb and Channel,CSDefect,Defects,2023,3,1/03/2023,7
CSKrbChan,Kerb and Channel,CSNewInf,New Infrastructure,2023,3,1/03/2023,2
CSLgt,Lighting,CSCommNL,Commercial Nuisance Light,2023,3,1/03/2023,6
CSLgt,Lighting,CSMainCAO,Maintenance (Council Assets Only),2023,3,1/03/2023,4
CSLgt,Lighting,CSNewSLL,New Street Lights,2023,3,1/03/2023,1
CSLgt,Lighting,CSRiverway,Riverway,2023,3,1/03/2023,2
CSLit,Litter,CSDeadani,Dead Animal,2023,3,1/03/2023,60
CSLit,Litter,CSStreet,Street,2023,3,1/03/2023,18
CSMidge,Sandfly or Midge,CSBrdingot,Breeding - Other Land,2023,3,1/03/2023,2
CSMossie,Mosquito,CSBiting,Mosquito Biting,2023,3,1/03/2023,3
CSMossie,Mosquito,CSBrdingcs,Breeding Council / State,2023,3,1/03/2023,10
CSMossie,Mosquito,CSBrdingrc,Breeding Residential / Commercial,2023,3,1/03/2023,5
CSNoise,Noise,CSComm,Commercial,2023,3,1/03/2023,11
CSNoise,Noise,CSResiden,Residential,2023,3,1/03/2023,10
CSNoise,Noise,CSVehicle,Vehicle,2023,3,1/03/2023,1
CSNtrlMgmt,Natural Area Management,CSAdvSpec,Advice/ Special Request,2023,3,1/03/2023,2
CSNtrlMgmt,Natural Area Management,CSBatMgmt,Flying Fox Bat Management,2023,3,1/03/2023,7
CSNtrlMgmt,Natural Area Management,CSBatMgmtP,Flying Fox Roost Residents Assistance Program,2023,3,1/03/2023,5
CSNtrlMgmt,Natural Area Management,CSBirds,Birds - Sick/Injured or Dead,2023,3,1/03/2023,1
CSNtrlMgmt,Natural Area Management,CSCstEstMt,Coastal-Salt Water Tidal Creeks & Rivers & Lakes,2023,3,1/03/2023,3
CSNtrlMgmt,Natural Area Management,CSFrshCRiv,Freshwater Creeks & Rivers,2023,3,1/03/2023,1
CSNtrlMgmt,Natural Area Management,CSFrshWtrL,Freshwater Lakes,2023,3,1/03/2023,2
CSNtrlMgmt,Natural Area Management,CSNTreePlt,Native Tree Planting Programs,2023,3,1/03/2023,2
CSNtrlMgmt,Natural Area Management,CSPBeachA,Coastal - Beach Pedestrian Access Paths,2023,3,1/03/2023,1
CSNtrlMgmt,Natural Area Management,CSShoreEro,Coastal-Beach Erosion,2023,3,1/03/2023,2
CSNtrlMgmt,Natural Area Management,CSVegCoast,Vegetation - Coastal Esplanade,2023,3,1/03/2023,1
CSNtrlMgmt,Natural Area Management,CSVegPuSaf,Vegetation - Maintenance and Public Safety,2023,3,1/03/2023,2
CSNtrlMgmt,Natural Area Management,CSVegVanda,Vegetation - Vandalism,2023,3,1/03/2023,1
CSOdour,Odour Fumes,CSComm,Commercial,2023,3,1/03/2023,3
CSOdour,Odour Fumes,CSResiden,Residential,2023,3,1/03/2023,9
CSOvrgrn,Overgrown Allotments,CSPrivate,Private,2023,3,1/03/2023,194
CSOwnSearc,Ownership Search,OSOwnSearc,Ownership Search,2023,3,1/03/2023,112
CSPkScrt,Security,CSAlcohol,Alcohol in TCC Parks/Buildings,2023,3,1/03/2023,1
CSPkScrt,Security,CSAntiSocB,Anti-social Behaviour in TCC Parks/Buildings,2023,3,1/03/2023,1
CSPlanLLO,Planning Legal Liaison Officer Service Request,CSPlanLLOR,Planning Legal Liaison Officer Service Request,2023,3,1/03/2023,2
CSPlmdrn,Plumbing & Drainage,CSInfoReq,Information Request,2023,3,1/03/2023,14
CSPlmdrn,Plumbing & Drainage,CSPlmNCmpl,Possible non-compliant plumbing & drainage work,2023,3,1/03/2023,1
CSPlnCompl,Planning Compliance,CSNPremUse,Land Use Issues,2023,3,1/03/2023,17
CSPools,Pools,CSPlBckWsh,Possible non-compliant pool backwashing,2023,3,1/03/2023,1
CSPools,Pools,CSPlFnCmpl,Possible non-compliant pool fencing,2023,3,1/03/2023,12
CSPrkInf,Park Infrastructure,CSBbqCln,BBQ Cleaning,2023,3,1/03/2023,1
CSPrkInf,Park Infrastructure,CSBbqRpr,BBQ Repair/Maintainence,2023,3,1/03/2023,4
CSPrkInf,Park Infrastructure,CSFncIpr,Fencing (Imminent public risk),2023,3,1/03/2023,3
CSPrkInf,Park Infrastructure,CSFncNpr,Fencing (No public risk),2023,3,1/03/2023,10
CSPrkInf,Park Infrastructure,CSLighting,Lighting,2023,3,1/03/2023,19
CSPrkInf,Park Infrastructure,CSNewInf,New Infrastructure,2023,3,1/03/2023,28
CSPrkInf,Park Infrastructure,CSPbTltCln,Public toilet cleanliness,2023,3,1/03/2023,6
CSPrkInf,Park Infrastructure,CSPbTltMnt,Public Toilet Maintenance,2023,3,1/03/2023,10
CSPrkInf,Park Infrastructure,CSPkFrnIpr,Park Infrastructure (Imminent public risk),2023,3,1/03/2023,10
CSPrkInf,Park Infrastructure,CSPkFrnNpr,Park Infrastructure(No public risk),2023,3,1/03/2023,14
CSPrkInf,Park Infrastructure,CSPlyEqIpr,Play Equipment (Imminent public risk),2023,3,1/03/2023,7
CSPrkInf,Park Infrastructure,CSPlyEqNpr,Play Equipment (No public risk),2023,3,1/03/2023,9
CSPrkInf,Park Infrastructure,CSPthRd,Pathways & Roadways,2023,3,1/03/2023,8
CSPrkInf,Park Infrastructure,CSSignage,Signage,2023,3,1/03/2023,5
CSPrkIrig,Irrigation,CSExstInf,Replace Existing Infrastructure,2023,3,1/03/2023,1
CSPrkIrig,Irrigation,CSIrrMaj,Irrigation High Priority,2023,3,1/03/2023,18
CSPrkIrig,Irrigation,CSIrrMin,Irrigation Low Priority,2023,3,1/03/2023,25
CSPrkIrig,Irrigation,CSLnLoc,Line Location,2023,3,1/03/2023,2
CSPrkIrig,Irrigation,CSPkPlmMaj,Plumbing Maintenance High Priority,2023,3,1/03/2023,4
CSPrkIrig,Irrigation,CSPkPlmMin,Plumbing Maintenance Low Priority,2023,3,1/03/2023,7
CSPrkOpn,Parks and Open Space,CSDbPkNpr,Debris Pick Up,2023,3,1/03/2023,20
CSPrkOpn,Parks and Open Space,CSFlorFol,Flora and Foliage Collection,2023,3,1/03/2023,2
CSPrkOpn,Parks and Open Space,CSGdBedHpp,Garden Bed,2023,3,1/03/2023,16
CSPrkOpn,Parks and Open Space,CSGrCutNpr,Grass Cutting (Non Scheduled),2023,3,1/03/2023,158
CSPrkOpn,Parks and Open Space,CSHrbcd,Herbiciding,2023,3,1/03/2023,30
CSPrkOpn,Parks and Open Space,CSPltBox,Planter Boxes,2023,3,1/03/2023,1
CSPrkOpn,Parks and Open Space,CSPrkMaint,Maintenance for an Event,2023,3,1/03/2023,6
CSPrkOpn,Parks and Open Space,CSVegCntrl,Vegetation Control,2023,3,1/03/2023,36
CSProActPa,Proactive Patrols,CSOvrgrwn,Overgrown private allotment,2023,3,1/03/2023,6
CSProActPa,Proactive Patrols,CSPatrolIn,Patrol Inspections,2023,3,1/03/2023,1
CSPstPlt,Pest Plant,CSPestPlnt,Pest Plant,2023,3,1/03/2023,3
CSPTSS,Pensioner Transport Subsidy Scheme,CSPenTSS,Pensioner Transport Subsidy Scheme,2023,3,1/03/2023,55
CSPubHth,Public Health,CSPhlthRsk,Public Health Risk,2023,3,1/03/2023,2
CSRates,Rates,CSAuthtoAc,Authority to Act/Mortgage in Possession/Bankruptcy,2023,3,1/03/2023,116
CSRates,Rates,CSDirDebit,Direct Debit Application,2023,3,1/03/2023,163
CSRates,Rates,CSDiscReq,Discount Requests,2023,3,1/03/2023,49
CSRates,Rates,CSHomeInc,Rates First Home Incentive,2023,3,1/03/2023,120
CSRates,Rates,CSMiscEnq,Miscellaneous Rates Enquiries,2023,3,1/03/2023,37
CSRates,Rates,CSOwnOcc,Owner Occupier Statement,2023,3,1/03/2023,54
CSRates,Rates,CSPenAppln,Pensioner Concession Application,2023,3,1/03/2023,135
CSRates,Rates,CSRatesCO,Advice of change of Owner / Form 24,2023,3,1/03/2023,198
CSRates,Rates,CSRefund,Refund Requests,2023,3,1/03/2023,68
CSRates,Rates,CSTsfrCred,Transfer Credit Requests,2023,3,1/03/2023,51
CSRates,Rates,CSWatExces,Water Excess and General Enquiries,2023,3,1/03/2023,7
CSRates,Rates,CSWatLeak,Water Leakage Concession Requests,2023,3,1/03/2023,9
CSRates,Rates,CSWatPlan,Water Pricing Enquiries,2023,3,1/03/2023,3
CSRdAncil,Road Ancillary,CSBkTaxPed,New Infrastructure,2023,3,1/03/2023,6
CSRdAncil,Road Ancillary,CSGrdRCBar,Guard rail / Concrete barrier defects,2023,3,1/03/2023,2
CSRdAncil,Road Ancillary,CSLnMark,Line Marking Maintenance,2023,3,1/03/2023,9
CSRdAncil,Road Ancillary,CSLnMark1,Line Marking - New Requests,2023,3,1/03/2023,4
CSRdAncil,Road Ancillary,CSSpdManag,Speed Management,2023,3,1/03/2023,5
CSRegServ,EH & Regulatory Services Request for Service,CSACACVoRF,Animal Care Adoption Centre Volunteer Rego Form,2023,3,1/03/2023,15
CSRegServ,EH & Regulatory Services Request for Service,CSApplic,Applications - EH & Regulatory Services,2023,3,1/03/2023,83
CSRegServ,EH & Regulatory Services Request for Service,CSNotify,Notifications - EH & Regulatory Services,2023,3,1/03/2023,13
CSRegServ,EH & Regulatory Services Request for Service,CSPayPlan,Payment Plans - EH & Regulatory Services,2023,3,1/03/2023,1
CSRegServ,EH & Regulatory Services Request for Service,CSPermits,Parking Permits - EH & Regulatory Services,2023,3,1/03/2023,4
CSRegServ,EH & Regulatory Services Request for Service,CSReclaim,Owner reclaim abandoned vehicle - EH&Reg Services,2023,3,1/03/2023,1
CSRegServ,EH & Regulatory Services Request for Service,CSRefCanc,Refunds/Cancellations - EH & Regulatory Services,2023,3,1/03/2023,19
CSRegServ,EH & Regulatory Services Request for Service,RTWaives,PIN request to withdraw/review - EH & Reg,2023,3,1/03/2023,156
CSRoadSafe,Road Safety Concerns,CSOthRoad,Other Road Matters,2023,3,1/03/2023,1
CSSafeCtdy,Safe Custody Documents,CSBkGTRels,Bank Guarantee (To be Released),2023,3,1/03/2023,6
CSSafeCtdy,Safe Custody Documents,CSBkGTScur,Bank Guarantee (To be Secured),2023,3,1/03/2023,8
CSSealRD,Road Sealed/Bitumen,CSExstInf,Replace Existing Infrastructure,2023,3,1/03/2023,9
CSSealRD,Road Sealed/Bitumen,CSNewInf,New Infrastructure,2023,3,1/03/2023,3
CSSealRD,Road Sealed/Bitumen,cspthole,Pothole,2023,3,1/03/2023,114
CSSealRD,Road Sealed/Bitumen,CSPvFail,Pavement Failure or Surface Defects,2023,3,1/03/2023,33
CSSewInf,Wastewater Infrastructure,CSPushCamS,Push Camera Sewer,2023,3,1/03/2023,1
CSSewInf,Wastewater Infrastructure,CSWtrRest,Restoration,2023,3,1/03/2023,1
CSSewInf,Wastewater Infrastructure,CSWtrSDmg,Site Damage,2023,3,1/03/2023,1
CSSewInf,Wastewater Infrastructure,CSWWAlock,Air locking due to wet weather,2023,3,1/03/2023,1
CSSewInf,Wastewater Infrastructure,CSWWBlkDrn,House Drain Blockage,2023,3,1/03/2023,23
CSSewInf,Wastewater Infrastructure,CSWWBMn,Broken Wastewater Main,2023,3,1/03/2023,2
CSSewInf,Wastewater Infrastructure,CSWWDOdour,Odour Wastewater distribution,2023,3,1/03/2023,13
CSSewInf,Wastewater Infrastructure,CSWWLnFull,Wastewater Mainline blockage,2023,3,1/03/2023,3
CSSewInf,Wastewater Infrastructure,CSWWMnhole,Wastewater Maintenance Hole,2023,3,1/03/2023,6
CSSewInf,Wastewater Infrastructure,CSWWOdour,Odour Wastewater Treatment Plant,2023,3,1/03/2023,4
CSSewInf,Wastewater Infrastructure,CSWWPAlarm,MISC Complaints At Pump Station,2023,3,1/03/2023,1
CSSewInf,Wastewater Infrastructure,CSWWSpill,Wastewater Spill,2023,3,1/03/2023,5
CSSewInf,Wastewater Infrastructure,CSWWSub,Wastewater Subsidence,2023,3,1/03/2023,8
CSSpatProp,Spatial Services/Property Land Street Maintenance,CSHouseNum,House Numbering,2023,3,1/03/2023,2
CSSpatProp,Spatial Services/Property Land Street Maintenance,CSRegPlans,Registered LGA Plans,2023,3,1/03/2023,14
CSSpill,Spillage,CSSpillTI,Spillage (Transport Infrastructure),2023,3,1/03/2023,7
CSStrmDrn,Stormwater Drainage,CSBlock,Drains/Culvert - Defect/Blocked,2023,3,1/03/2023,62
CSStrmDrn,Stormwater Drainage,CSDrnCap,Drain Capacity Concerns,2023,3,1/03/2023,4
CSStrmDrn,Stormwater Drainage,CSExstDrn,Replace Existing Open Drain,2023,3,1/03/2023,1
CSStrmDrn,Stormwater Drainage,CSFloodEnq,Flood Enquiries,2023,3,1/03/2023,3
CSStrmDrn,Stormwater Drainage,CSNewDrn,New Drain,2023,3,1/03/2023,7
CSStrmDrn,Stormwater Drainage,CSSPitLid,Pit Lid Defect/Obstruction,2023,3,1/03/2023,3
CSStrtFurn,Signs (Traffic/Transport),CSMStSign,Sign Missing / Defective,2023,3,1/03/2023,49
CSStrtFurn,Signs (Traffic/Transport),CSNewInf,New Infrastructure,2023,3,1/03/2023,21
CSStrtSwp,Street Sweeping,CSStrtSwpU,Street Sweeping (Unscheduled),2023,3,1/03/2023,40
CSStrtSwp,Street Sweeping,CSVehAcc,Vehicle Accident (Street Sweeping - Broken Glass),2023,3,1/03/2023,2
CSSyringes,Syringes,CSOpSpace,Parks and Open Space/Roadside,2023,3,1/03/2023,2
CSTree,Trees,CSDeadtree,Dead Trees,2023,3,1/03/2023,11
CSTree,Trees,CSFallenTr,Fallen Trees (Non Urgent),2023,3,1/03/2023,4
CSTree,Trees,CSFallenTU,Fallen Trees (Urgent),2023,3,1/03/2023,11
CSTree,Trees,CSResplnt,Resident Planting,2023,3,1/03/2023,9
CSTree,Trees,CSStmpRm,Stump Removal,2023,3,1/03/2023,7
CSTree,Trees,CSTrBrIpr,Tree Branch Pick Up (Urgent),2023,3,1/03/2023,23
CSTree,Trees,CSTrBrNpr,Tree Branch Pick Up (Non Urgent),2023,3,1/03/2023,25
CSTree,Trees,CSTreeRdwk,Tree Approval in relation to Road Works Permit,2023,3,1/03/2023,3
CSTree,Trees,CSTrInsp,Tree Inspection,2023,3,1/03/2023,111
CSTree,Trees,CSTrPrnNpr,Tree Pruning,2023,3,1/03/2023,200
CSTree,Trees,CSWBNpr,Wasps,2023,3,1/03/2023,5
CSUnauthUs,Unauthorised Use of Council Controlled Land,CSCnclLand,Unauthorised Use of Council Controlled Land,2023,3,1/03/2023,18
CSUnsealRD,Road Gravel/Dirt,CSDefect,Defects,2023,3,1/03/2023,9
CSVandal,Vandalism,CSPkFrnIpr,Park Infrastructure (Imminent public risk),2023,3,1/03/2023,2
CSVandal,Vandalism,CSPkFrnNpr,Park Infrastructure(No public risk),2023,3,1/03/2023,6
CSVhcl,Vehicles,CSAbandVeh,Abandoned Vehicle,2023,3,1/03/2023,112
CSVhcl,Vehicles,CSVhclBch,Natural Area Vehicle Exclusion Fencing/Signage,2023,3,1/03/2023,2
CSVrm,Vermin,CSVermin,Vermin,2023,3,1/03/2023,7
CSWaterSup,Water Supply,CSPosWtOff,Possible Water Offences,2023,3,1/03/2023,2
CSWORoads,Working On Roads,CSLAN,Land Access Activity Notice (LANS),2023,3,1/03/2023,17
CSWORoads,Working On Roads,CSLONO,Letters of No Objection (LONO),2023,3,1/03/2023,4
CSWORoads,Working On Roads,CSWrtAgrmt,Written Agreements,2023,3,1/03/2023,11
CSWpl,Water Pollution,CSComm,Commercial,2023,3,1/03/2023,3
CSWpl,Water Pollution,CSResiden,Residential,2023,3,1/03/2023,7
CSWsteServ,Waste Services,CSAddbin,Bins Additional Service,2023,3,1/03/2023,55
CSWsteServ,Waste Services,CSBinPartC,Wheelie Bin Parts - Damaged,2023,3,1/03/2023,202
CSWsteServ,Waste Services,CSBins,Bins Odour & Placement,2023,3,1/03/2023,1
CSWsteServ,Waste Services,CSCasulBin,Bins Quote for Collection Service (Lift-Once off),2023,3,1/03/2023,19
CSWsteServ,Waste Services,CSCnlbin,Bins Cancel Service,2023,3,1/03/2023,13
CSWsteServ,Waste Services,CSDmgbin,Bins Damaged / Stolen,2023,3,1/03/2023,364
CSWsteServ,Waste Services,CSMisbin,Bins Missed Collection,2023,3,1/03/2023,154
CSWsteServ,Waste Services,CSNserv,Bins New Service,2023,3,1/03/2023,75
CSWsteServ,Waste Services,CSPubbin,Bins Public Street & Park,2023,3,1/03/2023,5
CSWsteServ,Waste Services,CSVetCol1,Vet Collection,2023,3,1/03/2023,3
CSWtrInf,Water Infrastructure,CSMisLid,Missing Lid,2023,3,1/03/2023,9
CSWtrInf,Water Infrastructure,CSNoWater,No Water,2023,3,1/03/2023,9
CSWtrInf,Water Infrastructure,CSRaiseVB,Raise Valve Box,2023,3,1/03/2023,1
CSWtrInf,Water Infrastructure,CSWtrHamme,Water Hammer,2023,3,1/03/2023,3
CSWtrInf,Water Infrastructure,CSWtrLHyd,Leaking Fire Hydrant,2023,3,1/03/2023,2
CSWtrInf,Water Infrastructure,CSWtrLInf,Leaking Water Infrastructure,2023,3,1/03/2023,438
CSWtrInf,Water Infrastructure,CSWtrLValv,Leaking Valve,2023,3,1/03/2023,6
CSWtrInf,Water Infrastructure,CSWtrOnOff,Stopcock wont turn on - off,2023,3,1/03/2023,16
CSWtrInf,Water Infrastructure,CSWtrPrsr,Shortage of Water,2023,3,1/03/2023,15
CSWtrInf,Water Infrastructure,CSWtrRest,Restoration,2023,3,1/03/2023,24
CSWtrInf,Water Infrastructure,CSWtrRMtr,Replace Water Meter,2023,3,1/03/2023,6
CSWtrInf,Water Infrastructure,CSWtrRWMtr,Water Meter,2023,3,1/03/2023,21
CSWtrInf,Water Infrastructure,CSWtrScOff,Stopcock wont turn off,2023,3,1/03/2023,10
CSWtrQlty,Water Quality,CSDrtWtr,Dirty Water,2023,3,1/03/2023,2
CSWtrQlty,Water Quality,CSTstOdour,Taste / Odour,2023,3,1/03/2023,1
CSWtrRstr,Water Restrictions,CSWtrRRlx,Relaxation of Water Restriction Guidelines,2023,3,1/03/2023,11
CSWtrRstr,Water Restrictions,CSWtrRstr,Watering Outside Water Restriction Guidelines,2023,3,1/03/2023,4
Quickcall,Quickcall,Quickcall,Quickcall,2023,3,1/03/2023,7124
Complaint,Complaint - General,CultLife,Community & LIfestyle Section,2023,4,1/04/2023,1
Complaint,Complaint - General,CustomExp,Customer Experience,2023,4,1/04/2023,1
Complaint,Complaint - General,EnvHlthReg,Environmental Health & Regulation,2023,4,1/04/2023,2
Complaint,Complaint - General,Finance,Financial Services Section,2023,4,1/04/2023,1
Complaint,Complaint - General,MaintPlan,Construction Maintenance & Operations Section,2023,4,1/04/2023,8
Complaint,Complaint - General,PropFletEM,Property Fleet & Emergency Management,2023,4,1/04/2023,2
Complaint,Complaint - General,WatWaste,Water/Wastewater/Waste Section,2023,4,1/04/2023,2
CSAccum,Accumulated Material,CSCychaz,Cyclone/Community Safety Hazard,2023,4,1/04/2023,4
CSAccum,Accumulated Material,CSUntdyalo,Unsightly Allotments,2023,4,1/04/2023,14
CSAniMangt,Animal Management,CSAggrsve,Aggressive Animal,2023,4,1/04/2023,51
CSAniMangt,Animal Management,CSAttack,Attack,2023,4,1/04/2023,42
CSAniMangt,Animal Management,CSBreeder,Dog Breeders,2023,4,1/04/2023,22
CSAniMangt,Animal Management,CSEncl,Enclosure,2023,4,1/04/2023,93
CSAniMangt,Animal Management,CSExcess,Excess,2023,4,1/04/2023,28
CSAniMangt,Animal Management,CSNoApprov,No Approval,2023,4,1/04/2023,2
CSAniMangt,Animal Management,CSNoise,Noise,2023,4,1/04/2023,56
CSAniMangt,Animal Management,CSOdour,Odour,2023,4,1/04/2023,2
CSAniMangt,Animal Management,CSPrivImpd,Private Impound,2023,4,1/04/2023,113
CSAniMangt,Animal Management,CSPstAml,Pest Animals,2023,4,1/04/2023,19
CSAniMangt,Animal Management,CSPstMgt,Pest Management Plan,2023,4,1/04/2023,17
CSAniMangt,Animal Management,CSRegDog,Proposed Regulated Dog,2023,4,1/04/2023,2
CSAniMangt,Animal Management,CSRegu,Regulated Dog Inspections,2023,4,1/04/2023,21
CSAniMangt,Animal Management,CSStray,Stray,2023,4,1/04/2023,1
CSAniMangt,Animal Management,CSUnreg,Unregistered,2023,4,1/04/2023,45
CSAniMangt,Animal Management,CSWander,Wandering,2023,4,1/04/2023,48
CSAsbest,Asbestos,CSAsbestos,Asbestos,2023,4,1/04/2023,6
CSBldCompl,Building Compliance,csfiredmgb,Dangerous or Fire Damaged Building,2023,4,1/04/2023,1
CSBldCompl,Building Compliance,CSNStrct,Possible non-compliant building or structure,2023,4,1/04/2023,33
CSBtRamp,Boat Ramps,CSClnMt,Cleaning/Maintainence,2023,4,1/04/2023,2
CSBurn,Backyard Burning,CSBackyard,Fire Hazard,2023,4,1/04/2023,3
CSBurn,Backyard Burning,CSBurnInit,Backyard Burning Fire Hazard - Initial Request,2023,4,1/04/2023,2
CSBusShlt,Bus Shelters,CSExstInf,Replace Existing Infrastructure,2023,4,1/04/2023,1
CSBusShlt,Bus Shelters,CSNewInf,New Infrastructure,2023,4,1/04/2023,3
CSBusShlt,Bus Shelters,CSRelocate,Relocation - Shelters Seats Bins,2023,4,1/04/2023,1
CSBusShlt,Bus Shelters,CSRepMain,Repair/Maintenance,2023,4,1/04/2023,6
CSCamp,Camping,CSCamping,Camping,2023,4,1/04/2023,9
CSCarprk,Parking,CSChgCarPk,Changes - Time Limits  Zones  Disability Parking,2023,4,1/04/2023,2
CSCarprk,Parking,CSInfVhcl,Infringing Vehicle,2023,4,1/04/2023,48
CSCarprk,Parking,CSTicmac,Ticketing Machine/Faulty Meter,2023,4,1/04/2023,27
CSChgadd,Change of Address/Details,CSRatesChg,Change of Address (Rates),2023,4,1/04/2023,311
CSComplmt,Compliment,ComEng,Community Engagement Section,2023,4,1/04/2023,1
CSComplmt,Compliment,CustomExp,Customer Experience,2023,4,1/04/2023,3
CSComplmt,Compliment,Finance,Financial Services Section,2023,4,1/04/2023,1
